state_name,district_name,crop_year,season,crop,area,production,matched_state,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
Mizoram,LUNGLEI,1998,Whole Year,Kapas,145.0,88.0,,,,,,,,,,,,,,,,,,
Haryana,SIRSA,2004,Rabi,Wheat,247920.0,970000.0,,,,,,,,,,,,,,,,,,
Kerala,KASARAGOD,1998,Whole Year,Dry chillies,138.0,129.0,Kerala,6.0,2.1,8.1,61.1,151.6,732.5,641.4,371.8,517.6,444.8,135.0,79.4,3151.5,8.0,220.8,2263.4,659.3
Rajasthan,JALORE,2006,Kharif,Jowar,3097.0,1426.0,West Rajasthan,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3
Sikkim,NORTH DISTRICT,2001,Kharif,Small millets,688.0,450.0,,,,,,,,,,,,,,,,,,
Uttar Pradesh,BALLIA,2013,Kharif,Maize,28043.0,35783.0,West Uttar Pradesh,20.4,69.5,3.5,1.6,2.1,190.6,233.9,287.1,52.2,61.2,1.7,8.9,932.8,89.9,7.2,763.8,71.8
Odisha,KENDRAPARA,1998,Summer,Wheat,15.0,22.0,Orissa,31.5,28.3,52.4,43.4,53.4,176.4,277.6,203.5,277.3,139.6,73.8,0.0,1357.1,59.8,149.1,934.8,213.4
Madhya Pradesh,SHEOPUR,2004,Whole Year,Potato,21.0,256.0,West Madhya Pradesh,16.8,0.0,0.0,0.4,4.8,83.7,218.0,421.9,55.7,43.7,2.2,0.8,848.1,16.8,5.3,779.2,46.7
Haryana,FATEHABAD,2010,Rabi,Wheat,186622.0,950000.0,,,,,,,,,,,,,,,,,,
Puducherry,PONDICHERRY,1998,Rabi,Groundnut,994.0,2007.0,,,,,,,,,,,,,,,,,,
Manipur,IMPHAL EAST,2003,Whole Year,Cashewnut,200.0,80.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,LOWER SUBANSIRI,2006,Whole Year,Dry chillies,155.0,244.0,Arunachal Pradesh,6.0,103.7,63.3,202.7,321.7,520.4,382.2,227.6,263.2,77.2,69.7,21.7,2259.6,109.7,587.7,1393.5,168.7
Bihar,PURNIA,2006,Rabi,Barley,18.0,19.0,Bihar,0.1,0.0,1.9,19.2,73.2,200.0,290.7,160.4,285.2,17.6,2.9,1.6,1052.8,0.1,94.3,936.3,22.1
Sikkim,SOUTH DISTRICT,2015,Kharif,Urad,1700.0,1581.0,,,,,,,,,,,,,,,,,,
Haryana,ROHTAK,1999,Rabi,Rapeseed &Mustard,10182.0,10000.0,,,,,,,,,,,,,,,,,,
Chandigarh,CHANDIGARH,2007,Whole Year,Onion,2.0,35.0,Chhattisgarh,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3
Tamil Nadu,VILLUPURAM,2003,Kharif,Maize,7006.0,10190.0,Tamil Nadu,0.3,4.1,18.0,17.1,19.8,22.5,38.7,49.3,26.1,86.0,59.5,7.1,348.5,4.4,54.8,136.6,152.6
Odisha,GAJAPATI,2015,Winter,Horse-gram,388.0,73.7,Orissa,15.1,3.3,10.5,67.6,32.6,238.6,294.8,264.0,237.0,24.7,6.2,15.6,1210.1,18.4,110.7,1034.5,46.5
Puducherry,PONDICHERRY,1999,Whole Year,Coconut,1183.0,15083000.0,,,,,,,,,,,,,,,,,,
Nagaland,MON,2011,Rabi,Rapeseed &Mustard,3620.0,3640.0,,,,,,,,,,,,,,,,,,
Karnataka,KOPPAL,2013,Rabi,Cotton(lint),7653.0,14112.0,Coastal Karnataka,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
Uttar Pradesh,BAHRAICH,2004,Kharif,Maize,86097.0,113648.0,West Uttar Pradesh,20.6,0.7,0.0,20.0,21.7,59.3,124.2,250.5,84.0,60.5,0.7,0.2,642.3,21.3,41.7,517.9,61.4
Puducherry,PONDICHERRY,2012,Kharif,Rice,2818.0,9477.0,,,,,,,,,,,,,,,,,,
Gujarat,AMRELI,2009,Rabi,Jowar,300.0,300.0,Gujarat Region,0.0,0.0,0.3,0.0,0.0,17.0,390.3,143.5,54.9,27.4,8.1,0.0,641.6,0.0,0.3,605.7,35.5
Andaman And Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year,Banana,1530.0,11558.0,Andaman & Nicobar Islands,44.3,7.9,149.2,19.4,296.3,159.9,494.9,379.4,371.9,310.4,74.1,48.0,2355.9,52.2,465.0,1406.1,432.5
Goa,NORTH GOA,2008,Rabi,Other  Rabi pulses,8730.0,8798.0,,,,,,,,,,,,,,,,,,
Rajasthan,CHITTORGARH,2006,Whole Year,Tobacco,3.0,1.0,West Rajasthan,0.0,0.0,16.9,3.4,8.3,36.9,52.7,203.6,31.3,5.3,0.4,2.5,361.3,0.0,28.6,324.4,8.3
Arunachal Pradesh,DIBANG VALLEY,2007,Whole Year,Potato,45.0,268.0,Arunachal Pradesh,13.4,97.4,48.1,292.4,250.4,530.2,761.0,364.6,529.3,102.6,24.3,6.9,3020.7,110.8,590.9,2185.1,133.9
Meghalaya,EAST KHASI HILLS,2005,Whole Year,Dry chillies,94.0,68.0,Assam & Meghalaya,22.8,30.5,172.2,207.5,281.2,373.9,474.5,501.9,174.9,218.6,8.9,1.3,2468.3,53.3,660.9,1525.2,228.9
Himachal Pradesh,MANDI,1999,Rabi,Linseed,328.0,35.0,Himachal Pradesh,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8
Rajasthan,BANSWARA,2007,Kharif,Small millets,4677.0,1319.0,West Rajasthan,0.0,34.9,22.0,2.3,3.8,41.2,90.5,69.4,45.6,0.0,0.1,0.9,310.8,35.0,28.1,246.7,1.0
Goa,NORTH GOA,2009,Kharif,Groundnut,570.0,1198.0,,,,,,,,,,,,,,,,,,
Karnataka,CHITRADURGA,2012,Kharif,Arhar/Tur,6382.0,4165.0,Coastal Karnataka,,11.4,5.1,77.0,22.9,650.9,754.6,1027.6,382.0,115.1,68.0,3.6,,,104.9,2815.1,186.7
Karnataka,BELLARY,1998,Rabi,Safflower,6134.0,3243.0,Coastal Karnataka,0.0,0.0,1.4,6.6,72.0,966.4,1092.0,633.9,572.8,271.0,80.6,11.3,3707.9,0.0,80.0,3265.1,362.9
Madhya Pradesh,RAISEN,2001,Rabi,Barley,61.0,128.0,West Madhya Pradesh,2.1,0.0,1.1,6.0,16.4,203.6,269.2,198.9,27.5,62.2,0.0,0.0,787.0,2.2,23.5,699.1,62.2
Nagaland,TUENSANG,2006,Kharif,Dry ginger,190.0,1670.0,,,,,,,,,,,,,,,,,,
West Bengal,BIRBHUM,2014,Summer,Maize,115.0,276.0,Gangetic West Bengal,0.9,42.2,19.9,1.9,124.4,193.6,298.7,292.6,229.5,56.9,0.1,0.6,1261.4,43.1,146.2,1014.4,57.7
Meghalaya,EAST JAINTIA HILLS,1999,Whole Year,Potato,344.0,1852.0,Assam & Meghalaya,2.4,0.5,38.7,150.6,466.8,429.0,596.7,487.5,196.9,208.6,14.1,2.3,2594.2,2.9,656.1,1710.2,225.0
Chandigarh,CHANDIGARH,2004,Kharif,Rice,80.0,400.0,Chhattisgarh,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6
Maharashtra,NASHIK,2009,Kharif,Soyabean,55100.0,65400.0,Madhya Maharashtra,0.0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.3,941.7,1.7,8.9,709.4,221.8
Karnataka,BANGALORE RURAL,1999,Rabi,Urad,2.0,1.0,Coastal Karnataka,0.0,0.4,0.4,7.1,335.5,854.1,1525.9,518.4,186.5,338.2,12.8,0.5,3779.9,0.4,343.0,3084.9,351.5
Tamil Nadu,COIMBATORE,2004,Kharif,Castor seed,236.0,87.0,Tamil Nadu,2.8,0.7,3.0,16.2,101.1,21.2,98.6,85.1,208.3,271.1,204.5,25.0,1037.6,3.5,120.3,413.2,500.6
Andhra Pradesh,VIZIANAGARAM,2002,Whole Year,Orange,49.0,879.0,Coastal Andhra Pradesh,28.0,0.0,7.3,34.8,35.0,115.2,74.7,173.5,71.7,148.7,14.3,0.0,703.2,28.0,77.1,435.0,163.0
Kerala,THIRUVANANTHAPURAM,2011,Whole Year,Tapioca,14946.85,457614.43,Kerala,20.5,45.7,24.1,165.2,124.2,788.5,536.8,492.7,391.2,227.2,169.7,49.5,3035.1,66.2,313.5,2209.1,446.3
West Bengal,BARDHAMAN,2006,Kharif,Mesta,5.0,51.0,Gangetic West Bengal,0.8,3.0,10.6,60.5,120.8,221.0,486.6,320.3,380.9,49.7,5.9,0.3,1660.5,3.9,191.9,1408.8,55.9
Jharkhand,GUMLA,2006,Rabi,Rapeseed &Mustard,175.83,224.0,Jharkhand,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0.0,1459.5,0.5,145.5,1281.4,32.0
Mizoram,MAMIT,2004,Kharif,Urad,16.0,18.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,LOHIT,2007,Whole Year,Turmeric,110.0,387.0,Arunachal Pradesh,13.4,97.4,48.1,292.4,250.4,530.2,761.0,364.6,529.3,102.6,24.3,6.9,3020.7,110.8,590.9,2185.1,133.9
Nagaland,TUENSANG,2002,Rabi,Other  Rabi pulses,1850.0,1620.0,,,,,,,,,,,,,,,,,,
Telangana,MAHBUBNAGAR,2004,Kharif,Horse-gram,4976.0,2374.0,Telangana,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.0,667.0,52.2,69.8,509.1,35.9
Rajasthan,UDAIPUR,2009,Kharif,Dry ginger,133.0,316.0,West Rajasthan,2.9,2.8,5.3,1.6,7.6,26.1,79.1,27.1,7.5,0.3,0.1,0.1,160.4,5.7,14.5,139.8,0.5
Madhya Pradesh,JHABUA,2006,Whole Year,Garlic,177.0,439.0,West Madhya Pradesh,0.0,0.0,44.3,3.3,22.8,74.5,299.0,501.9,198.1,13.7,8.6,3.0,1169.2,0.0,70.4,1073.5,25.2
Mizoram,KOLASIB,2005,Rabi,Urad,17.0,40.0,,,,,,,,,,,,,,,,,,
Punjab,FATEHGARH SAHIB,1998,Kharif,Arhar/Tur,400.0,300.0,Punjab,2.8,55.8,25.5,19.1,2.7,42.4,160.6,90.1,139.5,49.9,0.0,0.2,588.6,58.7,47.3,432.6,50.1
Himachal Pradesh,BILASPUR,2000,Kharif,Other Kharif pulses,38.0,7.0,Himachal Pradesh,118.2,119.0,68.1,25.6,79.9,198.0,265.1,126.7,50.1,0.0,10.5,6.9,1068.4,237.2,173.7,640.0,17.5
Mizoram,AIZAWL,2001,Whole Year,Tapioca,126.0,574.0,,,,,,,,,,,,,,,,,,
Bihar,LAKHISARAI,2000,Rabi,Masoor,7207.0,7553.0,Bihar,0.5,12.1,3.6,37.2,96.2,267.2,264.3,201.4,314.8,9.6,0.0,0.1,1207.0,12.7,137.0,1047.7,9.7
Nagaland,MON,1999,Kharif,Castor seed,150.0,120.0,,,,,,,,,,,,,,,,,,
West Bengal,DINAJPUR UTTAR,2000,Autumn,Rice,844.0,610.0,Gangetic West Bengal,9.5,57.9,3.8,54.0,215.0,205.6,341.5,178.4,428.4,76.2,1.6,0.1,1572.1,67.4,272.8,1153.9,77.9
Tripura,SOUTH TRIPURA,2004,Rabi,Peas & beans (Pulses),313.0,252.0,,,,,,,,,,,,,,,,,,
Karnataka,BELLARY,2006,Kharif,Jowar,37111.0,42306.0,Coastal Karnataka,1.0,0.0,4.7,5.9,355.7,800.1,1100.8,855.6,404.1,212.0,97.4,0.0,3837.3,1.0,366.3,3160.6,309.4
Tripura,NORTH TRIPURA,2013,Kharif,Cotton(lint),277.0,353.0,,,,,,,,,,,,,,,,,,
Haryana,AMBALA,2008,Rabi,Wheat,83629.0,309000.0,,,,,,,,,,,,,,,,,,
Andhra Pradesh,WEST GODAVARI,2004,Whole Year,Coconut,21868.0,249596424.0,Coastal Andhra Pradesh,24.0,11.4,11.6,40.1,57.6,152.8,192.1,125.0,101.7,147.9,9.4,0.2,873.6,35.3,109.3,571.5,157.5
Punjab,S.A.S NAGAR,2012,Kharif,Maize,6000.0,18000.0,Punjab,62.6,3.2,1.9,31.1,1.6,11.9,120.2,135.1,112.3,2.2,0.4,11.0,493.6,65.8,34.7,379.6,13.6
Sikkim,EAST DISTRICT,2008,Rabi,Barley,210.0,190.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2008,Kharif,Urad,1600.0,1500.0,,,,,,,,,,,,,,,,,,
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2013,Kharif,Jowar,450.0,360.0,,,,,,,,,,,,,,,,,,
Kerala,KOTTAYAM,2012,Whole Year,Banana,2518.0,21084.0,Kerala,7.4,11.0,21.0,171.1,95.3,430.3,362.6,501.6,241.1,187.5,112.9,9.4,2151.1,18.3,287.4,1535.6,309.8
Jharkhand,CHATRA,2003,Autumn,Maize,5152.56,9212.78,Jharkhand,3.3,30.5,33.6,17.9,21.5,152.4,247.5,245.1,224.0,255.5,6.2,7.4,1245.0,33.9,73.1,869.0,269.1
Madhya Pradesh,SHAJAPUR,1997,Rabi,Rapeseed &Mustard,2600.0,2100.0,West Madhya Pradesh,3.0,0.0,0.7,4.0,1.7,89.7,345.9,334.8,97.2,36.1,51.4,93.9,1058.3,3.0,6.4,867.6,181.4
Nagaland,PHEK,2005,Kharif,Moong(Green Gram),70.0,50.0,,,,,,,,,,,,,,,,,,
Arunachal Pradesh,LOWER SUBANSIRI,2001,Kharif,Rice,4350.0,3500.0,Arunachal Pradesh,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036.0,119.7,560.5,1147.8,208.0
Chandigarh,CHANDIGARH,2002,Kharif,Maize,200.0,450.0,Chhattisgarh,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9
Karnataka,KODAGU,2004,Rabi,Rice,25.0,84.0,Coastal Karnataka,0.0,0.0,6.3,24.7,329.2,805.8,718.1,874.5,154.4,104.7,52.1,0.0,3070.0,0.1,360.3,2552.8,156.8
Goa,NORTH GOA,2008,Kharif,Groundnut,640.0,896.0,,,,,,,,,,,,,,,,,,
Meghalaya,RI BHOI,2011,Autumn,Rice,148.0,255.0,Assam & Meghalaya,11.1,11.4,109.0,92.1,238.3,316.0,395.8,302.6,221.6,30.2,11.9,3.5,1743.4,22.5,439.4,1236.0,45.6
Arunachal Pradesh,LOWER SUBANSIRI,2001,Whole Year,Dry ginger,75.0,530.0,Arunachal Pradesh,53.1,66.6,134.9,229.9,195.6,277.2,302.6,279.9,288.1,173.8,19.3,14.9,2036.0,119.7,560.5,1147.8,208.0
Himachal Pradesh,MANDI,1998,Rabi,Rapeseed &Mustard,475.0,119.0,Himachal Pradesh,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7
Punjab,SANGRUR,2010,Rabi,Wheat,287000.0,1472000.0,Punjab,3.8,13.8,1.9,0.7,6.0,41.8,143.8,96.7,112.8,4.7,1.1,24.4,451.5,17.6,8.6,395.1,30.2
Arunachal Pradesh,UPPER SIANG,2008,Whole Year,Sugarcane,130.0,1040.0,Arunachal Pradesh,76.7,39.7,122.6,192.4,185.0,423.6,456.1,439.3,189.7,115.1,1.7,2.6,2244.4,116.4,499.9,1508.7,119.4
Sikkim,SOUTH DISTRICT,2006,Kharif,Urad,1340.0,1050.0,,,,,,,,,,,,,,,,,,
Punjab,JALANDHAR,2008,Kharif,Arhar/Tur,1000.0,1000.0,Punjab,12.0,4.1,0.0,19.7,40.6,155.5,101.9,312.2,59.8,9.9,0.6,0.9,717.1,16.1,60.3,629.3,11.4
Tripura,DHALAI,2012,Kharif,Arhar/Tur,422.0,311.0,,,,,,,,,,,,,,,,,,
Jammu And Kashmir,JAMMU,2007,Kharif,Other Cereals & Millets,10.0,15.0,Jammu & Kashmir,12.3,116.7,259.3,15.0,65.6,143.9,132.4,196.8,33.0,1.6,0.0,47.0,1023.5,129.0,339.8,506.1,48.6
Jammu And Kashmir,JAMMU,2014,Kharif,Sannhamp,18.0,9.0,Jammu & Kashmir,75.8,64.0,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3,1093.4,139.8,281.9,623.2,48.5
Puducherry,PONDICHERRY,2003,Kharif,Rice,18534.0,51876.0,,,,,,,,,,,,,,,,,,
Puducherry,PONDICHERRY,2000,Rabi,Urad,224.0,224.0,,,,,,,,,,,,,,,,,,
Haryana,GURGAON,2007,Kharif,Groundnut,214.0,100.0,,,,,,,,,,,,,,,,,,
Andaman And Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year,Banana,360.0,5517.0,Andaman & Nicobar Islands,101.7,8.0,0.7,12.5,319.0,448.9,521.9,563.8,263.3,402.4,268.5,246.4,3157.1,109.8,332.2,1797.8,917.3
Punjab,AMRITSAR,2013,Kharif,Sesamum,13000.0,3000.0,Punjab,9.3,50.1,11.6,3.4,3.6,120.3,117.9,217.1,24.4,16.2,6.1,6.6,586.6,59.4,18.6,479.7,28.9
Kerala,THRISSUR,2014,Whole Year,Pump Kin,67.0,,Kerala,4.6,10.3,17.9,95.7,251.0,454.4,677.8,733.9,298.8,355.5,99.5,47.2,3046.4,14.9,364.5,2164.8,502.1
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,2006,Rabi,Rice,2500.0,5950.0,,,,,,,,,,,,,,,,,,
Rajasthan,SIKAR,2003,Rabi,Gram,61522.0,49703.0,West Rajasthan,2.5,21.2,0.8,0.4,1.8,45.2,188.4,93.6,13.9,0.2,0.0,0.1,368.1,23.7,3.0,341.1,0.3
Telangana,NIZAMABAD,2003,Whole Year,Bhindi,429.0,1716.0,Telangana,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
Karnataka,BIDAR,2013,Summer,Groundnut,574.0,511.0,Coastal Karnataka,2.4,19.6,19.0,28.5,100.4,1153.0,1515.3,680.2,379.1,265.1,56.9,10.0,4229.4,21.9,147.9,3727.6,332.0
Nagaland,TUENSANG,2010,Rabi,Masoor,220.0,170.0,,,,,,,,,,,,,,,,,,
Maharashtra,BHANDARA,2006,Kharif,Sesamum,700.0,100.0,Madhya Maharashtra,0.0,0.0,7.1,0.2,42.3,205.3,416.4,421.7,217.0,60.1,25.5,0.0,1395.7,0.0,49.7,1260.4,85.6
Madhya Pradesh,BHOPAL,2006,Whole Year,Potato,80.0,948.0,West Madhya Pradesh,0.0,0.0,44.3,3.3,22.8,74.5,299.0,501.9,198.1,13.7,8.6,3.0,1169.2,0.0,70.4,1073.5,25.2
Andhra Pradesh,GUNTUR,2011,Kharif,Groundnut,341.0,477.0,Coastal Andhra Pradesh,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
Bihar,BANKA,2003,Rabi,Rapeseed &Mustard,519.0,286.0,Bihar,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142.0,0.2,3.0,1353.9,52.9,73.5,1082.3,145.2
Maharashtra,BULDHANA,1998,Kharif,Groundnut,7500.0,5700.0,Madhya Maharashtra,0.2,0.0,0.6,2.5,18.4,147.1,264.1,226.4,257.2,162.5,22.1,0.0,1101.1,0.2,21.4,894.8,184.7
Odisha,KORAPUT,2001,Kharif,Other Kharif pulses,1280.0,360.0,Orissa,0.4,1.4,32.3,28.7,71.0,336.1,584.2,380.9,132.0,86.8,18.7,0.0,1672.5,1.8,132.0,1433.2,105.6
Assam,DHUBRI,2007,Whole Year,Onion,637.0,1656.0,,,,,,,,,,,,,,,,,,
Rajasthan,JHUNJHUNU,2002,Whole Year,Other Vegetables,338.0,0.0,West Rajasthan,0.3,2.6,1.0,1.4,11.2,26.9,2.4,17.2,20.6,0.1,2.5,6.0,92.4,3.0,13.7,67.2,8.6
Jammu And Kashmir,KATHUA,2014,Kharif,Maize,18852.0,27663.0,Jammu & Kashmir,75.8,64.0,153.1,76.1,52.7,25.3,100.5,134.6,362.8,32.2,14.1,2.3,1093.4,139.8,281.9,623.2,48.5
Rajasthan,DUNGARPUR,2008,Kharif,Cotton(lint),393.0,160.0,West Rajasthan,1.6,0.2,0.8,18.2,24.7,56.1,57.1,133.3,23.0,0.4,0.4,8.3,324.1,1.8,43.6,269.5,9.1
Maharashtra,KOLHAPUR,2005,Kharif,Ragi,24200.0,32200.0,Madhya Maharashtra,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0.0,0.0,1221.3,4.0,20.5,1134.2,62.7
Goa,SOUTH GOA,1997,Kharif,Rice,15169.0,40864.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,DINDORI,1999,Rabi,Rapeseed &Mustard,17079.0,11875.0,West Madhya Pradesh,0.9,31.0,0.0,0.0,4.5,127.0,284.0,188.0,330.8,86.2,0.3,0.0,1052.7,32.0,4.5,929.8,86.5
Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Wheat,715.0,1236.0,,,,,,,,,,,,,,,,,,
Meghalaya,RI BHOI,1999,Kharif,Dry ginger,782.0,6018.0,Assam & Meghalaya,2.4,0.5,38.7,150.6,466.8,429.0,596.7,487.5,196.9,208.6,14.1,2.3,2594.2,2.9,656.1,1710.2,225.0
Assam,HAILAKANDI,2013,Kharif,Orange,55.0,566.0,,,,,,,,,,,,,,,,,,
Odisha,BALANGIR,1999,Whole Year,Tobacco,360.0,120.0,Orissa,0.1,0.7,0.9,3.2,164.8,222.9,270.2,325.9,266.4,215.4,13.9,0.0,1484.3,0.8,168.9,1085.3,229.3
Puducherry,PONDICHERRY,2011,Summer,Jowar,1.0,2.0,,,,,,,,,,,,,,,,,,
Punjab,BATHINDA,2001,Whole Year,Sugarcane,1000.0,70000.0,Punjab,8.0,2.1,6.2,24.5,36.9,93.8,173.9,69.5,19.9,1.5,0.9,3.8,441.0,10.1,67.5,357.1,6.2
Goa,SOUTH GOA,2011,Kharif,Rice,13228.0,30816.0,,,,,,,,,,,,,,,,,,
Himachal Pradesh,MANDI,2000,Kharif,Moong(Green Gram),7.0,2.0,Himachal Pradesh,118.2,119.0,68.1,25.6,79.9,198.0,265.1,126.7,50.1,0.0,10.5,6.9,1068.4,237.2,173.7,640.0,17.5
Tripura,DHALAI,2010,Rabi,Wheat,173.0,346.0,,,,,,,,,,,,,,,,,,
Telangana,NIZAMABAD,2011,Whole Year,Coconut,2.0,29212.0,Telangana,0.0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0.0,753.1,11.9,37.4,685.6,18.1
Mizoram,CHAMPHAI,2004,Kharif,Soyabean,150.0,145.0,,,,,,,,,,,,,,,,,,
Bihar,GAYA,2003,Rabi,Masoor,7131.0,5398.0,Bihar,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142.0,0.2,3.0,1353.9,52.9,73.5,1082.3,145.2
Rajasthan,JHUNJHUNU,2004,Kharif,Cotton(lint),1370.0,2394.0,West Rajasthan,2.4,0.0,0.0,4.8,6.0,33.5,26.9,94.3,8.6,18.7,0.0,1.6,196.7,2.4,10.8,163.3,20.3
Chandigarh,CHANDIGARH,2008,Whole Year,Potato,10.0,200.0,Chhattisgarh,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8
Haryana,SIRSA,2010,Kharif,Groundnut,773.0,900.0,,,,,,,,,,,,,,,,,,
Andhra Pradesh,KADAPA,2012,Rabi,Coriander,2866.0,1559.0,Coastal Andhra Pradesh,37.6,0.0,2.7,24.0,39.3,95.4,221.9,221.2,246.5,140.0,289.7,0.0,1318.4,37.6,66.1,785.0,429.7
Mizoram,LUNGLEI,1999,Kharif,Groundnut,3.0,2.0,,,,,,,,,,,,,,,,,,
Nagaland,KIPHIRE,2012,Rabi,Rapeseed &Mustard,1190.0,1200.0,,,,,,,,,,,,,,,,,,
Manipur,BISHNUPUR,2003,Whole Year,Redish,32.0,285.0,,,,,,,,,,,,,,,,,,
Kerala,KOLLAM,2012,Whole Year,Sesamum,57.0,27.0,Kerala,7.4,11.0,21.0,171.1,95.3,430.3,362.6,501.6,241.1,187.5,112.9,9.4,2151.1,18.3,287.4,1535.6,309.8
Jammu And Kashmir,ANANTNAG,2002,Whole Year,Potato,26.0,323.0,Jammu & Kashmir,58.7,101.2,105.5,86.3,33.0,94.2,78.7,217.4,97.9,15.2,0.7,14.6,903.5,159.9,224.8,488.3,30.5
Jammu And Kashmir,LEH LADAKH,2003,Rabi,Wheat,2894.0,2570.0,Jammu & Kashmir,26.9,267.2,170.9,117.5,111.3,41.0,136.0,185.5,126.1,13.3,33.7,81.7,1311.1,294.2,399.7,488.5,128.8
Haryana,REWARI,2005,Whole Year,Dry chillies,59.0,100.0,,,,,,,,,,,,,,,,,,
Chandigarh,CHANDIGARH,2009,Kharif,Maize,30.0,65.0,Chhattisgarh,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0
Karnataka,DHARWAD,2003,Whole Year,Sannhamp,8.0,2.0,Coastal Karnataka,0.1,3.6,8.4,37.3,10.2,973.8,970.6,637.5,236.0,183.7,10.7,0.0,3071.9,3.8,55.9,2817.9,194.4
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Dry chillies,1775.0,4448.0,Coastal Andhra Pradesh,13.6,8.0,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298.0,56.2,4.2,1221.6,21.6,98.0,743.6,358.4
Nagaland,MOKOKCHUNG,2014,Kharif,Groundnut,130.0,140.0,,,,,,,,,,,,,,,,,,
Tamil Nadu,ARIYALUR,2011,Kharif,Rice,24097.0,97257.0,Tamil Nadu,4.3,11.2,8.0,91.5,33.4,56.0,45.5,128.9,76.0,200.4,230.5,41.0,926.5,15.5,132.8,306.4,471.8
Uttar Pradesh,RAMPUR,2013,Summer,Rice,6050.0,13558.0,West Uttar Pradesh,20.4,69.5,3.5,1.6,2.1,190.6,233.9,287.1,52.2,61.2,1.7,8.9,932.8,89.9,7.2,763.8,71.8
Tamil Nadu,TIRUNELVELI,2003,Whole Year,Cucumber,43.0,0.0,Tamil Nadu,0.3,4.1,18.0,17.1,19.8,22.5,38.7,49.3,26.1,86.0,59.5,7.1,348.5,4.4,54.8,136.6,152.6
Madhya Pradesh,SINGRAULI,2012,Kharif,Barley,12438.0,16191.0,West Madhya Pradesh,6.2,0.0,0.0,0.9,3.1,48.2,439.2,341.2,194.3,2.1,0.0,0.0,1035.2,6.2,4.0,1023.0,2.1
Andhra Pradesh,VISAKHAPATANAM,2011,Kharif,Jowar,837.0,1800.0,Coastal Andhra Pradesh,0.0,17.9,0.9,62.3,67.9,86.8,196.0,215.8,129.7,74.6,4.9,5.0,861.9,17.9,131.2,628.4,84.4
Karnataka,GULBARGA,2001,Kharif,Niger seed,1708.0,203.0,Coastal Karnataka,0.6,0.4,0.4,71.4,156.9,930.0,926.9,654.4,151.8,169.7,48.6,0.6,3111.6,1.0,228.7,2663.1,218.9
